K,Iteration,User Time (s),Memory (KB),Passes
9,1,3.42,182732.0,2
9,2,3.09,182812.0,2
9,3,3.11,182696.0,2
9,4,3.21,182716.0,2
9,5,2.93,182672.0,2
9,6,3.29,182800.0,2
9,7,3.62,182708.0,2
9,8,3.14,182772.0,2
9,9,2.96,182672.0,2
9,10,2.89,182672.0,2
9,11,2.98,182812.0,2
9,12,2.91,182692.0,2
9,13,3.17,182812.0,2
9,14,3.0,182708.0,2
9,15,2.98,182812.0,2
9,16,3.05,182728.0,2
9,17,3.04,182716.0,2
9,18,3.0,182696.0,2
9,19,2.96,182716.0,2
9,20,3.12,182820.0,2
9,21,3.34,182696.0,2
9,22,3.11,182800.0,2
9,23,3.06,182636.0,2
9,24,3.11,182660.0,2
9,25,3.03,182768.0,2
9,26,3.17,182716.0,2
9,27,3.08,182768.0,2
9,28,2.94,182696.0,2
9,29,3.14,182732.0,2
9,30,3.14,182764.0,2
9,31,3.0,182728.0,2
9,32,3.29,182696.0,2
9,33,3.24,182708.0,2
9,34,3.11,182716.0,2
9,35,3.13,182784.0,2
9,36,3.02,182636.0,2
9,37,2.91,182716.0,2
9,38,3.07,182736.0,2
9,39,3.15,182704.0,2
9,40,3.28,182732.0,2
9,41,3.09,182672.0,2
9,42,3.04,182768.0,2
9,43,2.97,182784.0,2
9,44,3.33,182768.0,2
9,45,2.98,182820.0,2
9,46,3.07,182816.0,2
9,47,3.07,182680.0,2
9,48,3.03,182624.0,2
9,49,3.0,182592.0,2
9,50,3.23,182800.0,2
