K,Iteration,User Time (s),Memory (KB),Passes
3,1,4.64,202956.0,4
3,2,5.0,202868.0,4
3,3,4.45,202940.0,4
3,4,4.57,202832.0,4
3,5,4.56,202848.0,4
3,6,4.58,202920.0,4
3,7,4.64,202836.0,4
3,8,5.33,202832.0,4
3,9,4.71,202956.0,4
3,10,4.86,202960.0,4
3,11,4.74,202808.0,4
3,12,4.97,202836.0,4
3,13,4.87,202808.0,4
3,14,4.9,202868.0,4
3,15,4.81,202760.0,4
3,16,5.16,202956.0,4
3,17,4.46,202864.0,4
3,18,4.83,202936.0,4
3,19,4.85,202760.0,4
3,20,4.92,202832.0,4
3,21,4.52,202808.0,4
3,22,4.97,202948.0,4
3,23,4.6,202844.0,4
3,24,4.8,202764.0,4
3,25,4.63,202832.0,4
3,26,4.64,202820.0,4
3,27,4.83,202876.0,4
3,28,4.84,202844.0,4
3,29,4.7,202800.0,4
3,30,4.74,202864.0,4
3,31,5.21,202868.0,4
3,32,4.66,202940.0,4
3,33,4.59,202936.0,4
3,34,4.45,202956.0,4
3,35,4.88,202816.0,4
3,36,4.5,202760.0,4
3,37,4.54,202808.0,4
3,38,4.98,202816.0,4
3,39,4.58,202772.0,4
3,40,4.52,202788.0,4
3,41,5.12,202776.0,4
3,42,4.86,202864.0,4
3,43,4.57,202808.0,4
3,44,4.82,202868.0,4
3,45,4.67,202796.0,4
3,46,4.76,202868.0,4
3,47,4.99,202904.0,4
3,48,4.59,202864.0,4
3,49,4.89,202936.0,4
3,50,5.07,202948.0,4
