K,Iteration,User Time (s),Memory (KB),Passes
1,1,5.59,215108.0,5
1,2,5.29,214996.0,5
1,3,5.29,214948.0,5
1,4,5.58,215100.0,5
1,5,6.18,215088.0,5
1,6,5.04,214912.0,5
1,7,5.62,214992.0,5
1,8,5.54,214912.0,5
1,9,5.29,214924.0,5
1,10,5.51,214912.0,5
1,11,5.06,215020.0,5
1,12,5.57,215004.0,5
1,13,5.64,215088.0,5
1,14,5.22,215100.0,5
1,15,5.54,215088.0,5
1,16,5.19,215020.0,5
1,17,5.55,215052.0,5
1,18,5.48,214956.0,5
1,19,5.76,215096.0,5
1,20,4.96,214924.0,5
1,21,5.52,215100.0,5
1,22,5.19,214968.0,5
1,23,5.74,215096.0,5
1,24,5.32,215068.0,5
1,25,5.33,215068.0,5
1,26,4.98,215068.0,5
1,27,5.62,214984.0,5
1,28,5.59,215016.0,5
1,29,5.16,214912.0,5
1,30,5.22,215000.0,5
1,31,5.01,215072.0,5
1,32,5.48,214920.0,5
1,33,4.96,215100.0,5
1,34,5.53,214960.0,5
1,35,5.09,215016.0,5
1,36,5.09,215056.0,5
1,37,5.54,215068.0,5
1,38,5.41,214992.0,5
1,39,5.0,215020.0,5
1,40,5.14,214992.0,5
1,41,5.46,214996.0,5
1,42,5.27,214912.0,5
1,43,5.51,214960.0,5
1,44,5.58,215104.0,5
1,45,5.2,214908.0,5
1,46,5.47,215096.0,5
1,47,5.1,215012.0,5
1,48,5.3,215000.0,5
1,49,5.01,215088.0,5
1,50,5.03,215024.0,5
