K,Average User Time (s),Average Memory (KB),Passes
1,2009.71,81508.0,1418
2,43.47,94556.0,20
3,31.64,102460.0,13
4,19.13,121960.0,9
5,23.45,141464.0,8
6,15.14,154888.0,6
7,18.03,169388.0,6
8,13.05,187884.0,5
9,17.67,199888.0,5
10,11.49,219656.0,4
