K,Average User Time (s),Average Memory (KB),Passes
1,4.446,54487.2,4
2,4.606,62120.8,4
3,4.732,72668.8,4
4,3.958,81936.0,3
5,4.476,92473.6,3
6,4.762,101750.4,3
7,4.666,111484.8,3
8,4.842,121563.2,3
9,4.804,131568.8,3
10,4.942,141599.2,3
