N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3182.52,3.0,10.0
20,0.0,3178.48,3.0,20.0
30,0.0,3178.24,3.0,30.0
40,0.0,3184.72,3.0,40.0
50,0.0,3183.12,3.0,50.0
60,0.0,3181.64,3.0,60.0
70,0.0,3181.96,3.0,70.0
80,0.0,3177.52,3.0,80.0
90,0.0,3180.88,3.01,90.0
100,0.0,3182.68,3.0,100.0
200,0.01590000000000001,3179.76,3.01,200.0
300,0.04000000000000003,3183.8,3.0,300.0
400,0.07800000000000006,3182.96,3.0,400.0
500,0.12259999999999989,3184.72,3.0,500.0
600,0.18059999999999984,3181.6,3.0,600.0
700,0.24929999999999997,3181.4,3.0,700.0
800,0.32569999999999966,3185.2,3.0,800.0
900,0.4195000000000003,3185.4,3.01,900.0
1000,0.5198000000000003,3180.84,3.0,1000.0
1200,0.7741000000000006,3184.0,3.0,1200.0
1400,1.058899999999999,3185.96,3.0,1400.0
1600,1.3953999999999995,3180.04,3.0,1600.0
1800,1.7707000000000006,3183.36,3.0,1800.0
2000,2.229599999999999,4133.6,3.0,2000.0
2500,3.4901,4102.4,3.0,2500.0
3000,5.1471,4055.48,3.0,3000.0
3500,6.9830000000000005,4205.28,3.0,3500.0
4000,9.433100000000001,4334.0,3.01,4000.0
4500,12.018399999999996,4678.4,3.0,4500.0
5000,14.756099999999995,5002.12,3.0,5000.0
6000,23.803600000000003,4760.36,3.0,6000.0
7000,30.049399999999995,5549.0,3.01,7000.0
8000,41.41829999999999,6195.96,3.0,8000.0
9000,50.98409999999997,6514.76,3.0,9000.0
10000,64.83209999999997,6665.28,3.0,10000.0
