K,Average User Time (s),Average Memory (KB),Passes
1,32.8567,85080.0,7
2,16.3733,91692.0,2
3,31.91,106809.3333,2
4,0.1567,106729.3333,1
5,0.1567,106766.6667,1
6,0.1533,106778.6667,1
7,0.1567,106750.6667,1
8,0.16,106802.6667,1
9,0.1567,106770.6667,1
10,0.1567,106708.0,1
