K,Time (s),Memory (KB),Passes
1,13.64,26648.0,231
2,3.27,31052.0,13
3,1.63,36572.0,4
4,0.06,14508.0,1
5,0.06,14480.0,1
6,0.06,14460.0,1
7,0.06,14484.0,1
8,0.06,14484.0,1
9,0.06,14636.0,1
10,0.05,14608.0,1
