N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3164.0,1.0,10.0
20,0.0001,3120.0,1.01,20.0
30,0.0002,4168.0,1.03,30.0
40,0.0003,3140.0,1.13,40.0
50,0.0005,3124.0,1.1,50.0
60,0.0008,4156.0,1.25,60.0
70,0.001,4152.0,1.2,70.0
80,0.0014000000000000002,4152.0,1.24,80.0
90,0.0018,4144.0,1.28,90.0
100,0.0022,4160.0,1.28,100.0
200,0.0104,4164.0,1.53,200.0
300,0.026699999999999998,3108.0,1.78,300.0
400,0.0495,4188.0,1.83,400.0
500,0.0803,3144.0,1.91,500.0
600,0.11779999999999999,3108.0,1.96,600.0
700,0.1612,3120.0,1.98,700.0
800,0.2126,3108.0,2.0,800.0
900,0.273,3144.0,2.0,900.0
1000,0.342,3108.0,1.99,1000.0
1200,0.49670000000000003,3108.0,2.0,1200.0
1400,0.6898000000000001,4132.0,2.0,1400.0
1600,0.8996,4212.0,2.0,1600.0
1800,1.1643000000000001,4132.0,2.0,1800.0
2000,1.4212,4132.0,2.0,2000.0
2500,2.2921,4128.0,2.0,2500.0
3000,3.2946,5160.0,2.0,3000.0
3500,4.5215,4164.0,2.0,3500.0
4000,5.9613,4148.0,2.0,4000.0
4500,7.5899,5184.0,2.0,4500.0
5000,9.4728,7224.0,2.0,5000.0
6000,13.9407,7204.0,2.0,6000.0
7000,19.0298,7228.0,2.0,7000.0
8000,25.769000000000002,8228.0,2.0,8000.0
9000,32.638200000000005,8256.0,2.0,9000.0
10000,40.9893,7200.0,2.0,10000.0
