N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3148.0,2.0,9.45
20,0.0,3232.0,2.0,16.27
30,0.0001,3168.0,2.0,21.78
40,0.0001,3136.0,2.0,27.34
50,0.0002,3136.0,2.13,31.74
60,0.0004,3168.0,2.5,36.81
70,0.0005,3196.0,2.9,40.74
80,0.0006,3136.0,3.0,45.02
90,0.0008,3132.0,3.0,49.61
100,0.0009,3180.0,3.0,53.09
200,0.0028000000000000004,3176.0,3.13,88.62
300,0.0053,3192.0,3.52,118.12
400,0.008,3228.0,3.5,135.47
500,0.012199999999999999,3172.0,3.72,142.87
600,0.017,3212.0,4.14,156.02
700,0.022099999999999998,4164.0,4.26,153.41
800,0.0274,4252.0,4.23,159.13
900,0.0322,5196.0,4.31,151.47
1000,0.0377,5200.0,4.32,165.28
1200,0.052199999999999996,4152.0,4.46,152.37
1400,0.0764,5184.0,5.1,178.47
1600,0.095,5228.0,5.05,157.97
1800,0.1107,5252.0,5.15,170.44
2000,0.1366,5220.0,5.39,183.91
2500,0.2118,7244.0,6.01,197.4
3000,0.2777,7316.0,6.23,193.3
3500,0.397,7284.0,7.05,209.03
4000,0.48,8288.0,7.02,204.37
4500,0.6393,8352.0,7.69,217.11
5000,0.7602,9328.0,7.98,261.69
6000,1.1061,10340.0,8.72,246.47
7000,1.4097,12412.0,9.03,266.73
