K,Average User Time (s),Average Memory (KB),Passes
1,0.006,10054.4,1
2,0.0,10104.8,1
3,0.002,10057.6,1
4,0.006,10045.6,1
5,0.006,10068.8,1
6,0.002,10053.6,1
7,0.004,10109.6,1
8,0.002,10033.6,1
9,0.002,10057.6,1
10,0.004,10042.4,1
