K,Average User Time (s),Average Memory (KB),Passes
1,192.072,154543.2,3
2,140.296,178321.6,2
3,136.43,204159.2,2
4,156.092,221073.6,1
5,142.424,221060.0,1
6,154.962,221077.6,1
7,155.804,221089.6,1
8,157.398,221062.4,1
9,157.142,221134.4,1
10,142.378,221064.8,1
