N,Time (s),Memory (KB),Passes
10,0.0,4168.0,2.0
20,0.0,4168.0,3.0
30,0.0,4168.0,3.0
40,0.0,4168.0,3.0
50,0.0,4168.0,3.0
60,0.0,4196.0,3.0
70,0.0,4196.0,3.0
80,0.0,4216.0,3.0
90,0.0,4224.0,3.0
100,0.0,4168.0,3.2
150,0.0,4176.0,3.3
200,0.0,3108.0,3.6
250,0.0,4168.0,3.4
300,0.0,4196.0,3.7
350,0.0,4168.0,3.6
400,0.01,4168.0,4.0
450,0.01,4168.0,3.6
500,0.01,4180.0,3.7
550,0.01,4196.0,3.8
600,0.01,4168.0,3.9
650,0.01,4172.0,3.9
700,0.01,4224.0,4.0
750,0.01,4188.0,3.6
800,0.01,4172.0,3.9
850,0.01,4168.0,3.4
900,0.01,4196.0,3.5
950,0.01,4212.0,4.0
1000,0.01,4196.0,4.1
