N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3182.884,1.995,9.451
20,0.0,3182.784,2.009,18.536
30,0.0,3181.976,2.262,27.851
40,0.0,3185.472,2.678,37.3
50,0.0,3183.748,2.888,46.788
60,0.0,3184.268,2.943,56.01
70,0.0,3183.108,2.984,65.442
80,0.0,3182.656,2.998,75.032
90,0.0,3183.116,3.0,84.381
100,0.0,3182.728,3.0,94.06
200,0.0,3182.168,3.0,190.403
300,0.0,3183.548,3.0,287.769
400,1e-05,3183.632,3.004,385.879
500,0.0060099999999999165,3182.372,3.073,484.279
600,0.00998999999999983,3183.112,3.097,582.167
700,0.011699999999999808,3182.632,3.233,681.212
800,0.01702999999999975,3181.932,3.614,780.712
900,0.02365999999999983,3182.548,3.808,879.412
1000,0.02865000000000025,3182.708,3.865,977.91
1200,0.03980999999999935,3182.664,3.975,1174.845
1400,0.055479999999998995,3182.24,3.999,1371.562
1600,0.06776000000000013,4201.752,4.0,1568.841
1800,0.0801499999999987,4206.588,4.0,1766.155
2000,0.09137000000000155,4205.748,4.0,1964.061
2500,0.13064999999999838,4204.884,4.0,2458.903
3000,0.1713099999999988,4205.736,4.0,2954.105
3500,0.21843999999999933,4236.96,4.0,3449.791
4000,0.26375999999999955,5229.992,4.0,3946.082
4500,0.3135599999999994,5230.356,4.0,4442.43
5000,0.3673800000000048,5229.44,4.0,4939.276
6000,0.4812200000000065,6253.368,4.0,5932.87
7000,0.6169500000000053,6255.88,4.0,6926.88
8000,0.7818399999999909,7277.724,4.0,7922.177
9000,0.8910999999999922,7287.404,4.0,8917.525
10000,1.0340299999999845,8301.888,4.0,9912.526
