N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3181.9,3.108,9.492
20,0.0,3181.744,3.973,18.533
30,0.0,3181.424,4.544,27.839
40,0.0,3181.532,4.978,36.978
50,0.0,3183.28,5.348,46.465
60,0.0,3182.844,5.674,55.713
70,0.0,3182.732,5.951,65.251
80,0.0,3182.896,6.183,74.611
90,0.0,3183.136,6.426,84.137
100,0.0,3183.344,6.615,93.675
200,0.0,3183.172,7.975,189.375
300,0.009949999999999832,3183.196,8.848,286.282
400,0.016329999999999744,3182.996,9.486,383.56
500,0.024649999999999877,3183.94,9.959,480.917
600,0.03501999999999991,3183.54,10.332,578.606
700,0.046139999999999404,3183.676,10.64,676.49
800,0.059220000000000377,3183.04,10.947,774.262
900,0.07291999999999929,3183.0,11.233,872.627
1000,0.08758000000000073,3181.828,11.486,970.92
1200,0.12441999999999992,3182.184,11.887,1167.809
1400,0.16506999999999908,3182.368,12.241,1364.645
1600,0.20666999999999874,3183.864,12.516,1561.774
1800,0.2517499999999996,4193.776,12.756,1759.063
2000,0.2994900000000015,4185.944,13.021,1956.356
2500,0.43371000000000015,4187.596,13.49,2450.695
3000,0.58483,4189.904,13.94,2945.245
3500,0.7538300000000001,4201.068,14.24,3440.284
4000,0.9424299999999991,5229.224,14.556,3935.534
4500,1.1352700000000022,5231.996,14.791,4431.347
5000,1.3543399999999968,5230.628,15.024,4927.635
6000,1.8231999999999988,6231.34,15.432,5919.802
7000,2.3650000000000047,6242.116,15.726,6912.658
8000,2.9669999999999987,7237.86,16.012,7905.737
9000,3.5653199999999896,7280.704,16.286,8899.89
10000,4.19325,8273.364,16.531,9894.427
