N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3181.152,2.005,9.536
20,0.0,3183.124,2.024,18.576
30,0.0,3184.26,2.054,27.841
40,0.0,3183.224,2.06,37.067
50,0.0,3182.916,2.077,46.374
60,0.0,3183.12,2.098,55.802
70,0.0,3182.252,2.099,65.28
80,0.0,3183.608,2.114,74.816
90,0.0,3183.404,2.126,84.143
100,0.0,3182.316,2.13,93.738
200,0.0,3182.592,2.215,189.664
300,0.0,3181.968,2.287,286.442
400,0.0006300000000000004,3183.964,2.317,383.596
500,0.00725999999999989,3182.476,2.389,481.249
600,0.01002999999999983,3182.084,2.409,578.749
700,0.013779999999999775,3182.08,2.442,676.699
800,0.01703999999999976,3183.488,2.455,774.482
900,0.02344999999999983,3183.548,2.472,872.511
1000,0.024899999999999936,3181.78,2.484,971.03
1200,0.03530999999999993,3183.78,2.495,1167.86
1400,0.049979999999999844,3183.812,2.553,1364.696
1600,0.062189999999999836,3183.112,2.577,1561.43
1800,0.07725000000000018,3182.952,2.593,1759.32
2000,0.09211999999999879,4196.776,2.612,1956.595
2500,0.13149000000000077,4199.632,2.619,2450.446
3000,0.17777000000000012,4204.672,2.667,2945.214
3500,0.23255999999999985,4206.232,2.727,3440.192
4000,0.2847600000000038,4207.096,2.699,3935.693
4500,0.3522500000000021,5208.308,2.739,4430.908
5000,0.4155000000000005,5221.916,2.754,4927.411
6000,0.5820800000000076,5215.96,2.827,5919.776
7000,0.741379999999993,6211.252,2.824,6912.37
8000,0.9210200000000085,6257.836,2.818,7905.382
9000,1.1215299999999984,6403.98,2.836,8898.729
10000,1.3154699999999953,7233.828,2.86,9892.599
