N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3183.936,1.0,9.53
20,0.0,3183.476,1.006,18.571
30,0.0,3184.196,1.037,27.839
40,0.0,3183.748,1.084,37.069
50,0.0,3181.084,1.114,46.368
60,0.0,3183.04,1.157,55.81
70,0.0,3182.568,1.171,65.27
80,0.0,3183.456,1.23,74.656
90,0.0,3183.496,1.282,84.237
100,0.0,3183.084,1.307,93.654
200,0.0,3182.468,1.608,189.576
300,0.0,3183.1,1.771,286.38
400,0.0,3182.84,1.858,383.453
500,0.0017600000000000014,3183.848,1.92,481.101
600,0.009409999999999844,3183.02,1.95,578.721
700,0.009849999999999835,3181.152,1.96,676.502
800,0.01017999999999983,3182.292,1.978,774.441
900,0.0192599999999997,3182.376,1.989,872.83
1000,0.01992999999999967,3183.352,1.992,971.028
1200,0.029950000000000376,3183.388,1.998,1167.45
1400,0.03986999999999934,3181.956,2.0,1364.507
1600,0.049689999999999304,4198.16,2.0,1561.603
1800,0.05945000000000063,4200.328,2.0,1758.879
2000,0.06984999999999966,4203.068,1.999,1956.205
2500,0.09963999999999884,4207.344,2.0,2450.495
3000,0.13098999999999844,4206.528,2.0,2945.186
3500,0.16908999999999827,5226.292,2.0,3439.618
4000,0.2078800000000002,5214.996,2.0,3935.127
4500,0.2564299999999991,5228.544,2.0,4430.811
5000,0.2982500000000036,6183.712,2.0,4926.614
6000,0.4044999999999985,6216.48,2.0,5918.962
7000,0.522989999999993,7210.84,2.0,6911.503
8000,0.6395799999999938,7272.204,2.0,7905.068
9000,0.7790099999999888,8251.688,2.0,8899.016
10000,0.9113099999999925,8291.872,2.0,9893.056
