N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3180.452,1.265,9.53
20,0.0,3182.256,1.893,18.575
30,0.0,3183.152,1.99,27.83
40,0.0,3181.48,2.0,37.051
50,0.0,3182.512,2.001,46.371
60,0.0,3183.564,2.0,55.857
70,0.0,3182.668,2.0,65.316
80,0.0,3183.652,2.001,74.708
90,0.0,3183.212,2.001,84.262
100,0.0,3182.504,2.003,93.626
200,0.0,3182.292,2.027,189.64
300,0.0,3182.412,2.071,286.445
400,0.00037000000000000016,3182.292,2.123,383.578
500,0.006369999999999909,3183.3,2.158,481.177
600,0.010019999999999831,3182.736,2.203,578.807
700,0.012089999999999802,3183.364,2.243,676.447
800,0.016589999999999744,3183.052,2.286,774.725
900,0.02225999999999975,3182.98,2.333,872.985
1000,0.023649999999999855,3182.976,2.344,971.227
1200,0.034780000000000005,3184.484,2.402,1167.531
1400,0.04682999999999959,3187.804,2.423,1364.505
1600,0.05947999999999965,4198.236,2.454,1561.838
1800,0.07093000000000003,4205.204,2.472,1759.314
2000,0.08692999999999898,4206.368,2.49,1956.196
2500,0.12688000000000013,4208.54,2.553,2450.677
3000,0.16776999999999992,4206.1,2.579,2945.171
3500,0.21774000000000104,5228.18,2.634,3439.928
4000,0.2691999999999992,5227.944,2.654,3935.511
4500,0.33156000000000174,5220.624,2.678,4431.225
5000,0.3870100000000013,5313.38,2.675,4926.995
6000,0.53288,6215.924,2.73,5919.269
7000,0.6782100000000042,7226.208,2.732,6911.819
8000,0.837180000000003,7272.912,2.793,7905.38
9000,1.0172499999999967,8241.856,2.792,8898.485
10000,1.1951400000000068,8294.116,2.804,9892.522
