K,Average User Time (s),Average Memory (KB),Passes
1,1.034,43217.6,3
2,0.55,39638.4,2
3,1.014,40244.8,2
4,1.7,46292.8,2
5,0.106,47395.2,1
6,0.102,47319.2,1
7,0.098,47352.8,1
8,0.1,47344.0,1
9,0.098,47318.4,1
10,0.102,47319.2,1
