N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3183.264,1.0,0.0
20,0.0,3181.308,1.0,0.0
30,0.0,3182.472,1.0,0.0
40,0.0,3181.104,1.0,0.0
50,0.0,3182.476,1.0,0.0
60,0.0,3182.976,1.0,0.0
70,0.0,3182.58,1.0,0.0
80,0.0,3181.24,1.0,0.0
90,0.0,3182.488,1.0,0.0
100,0.0,3182.68,1.0,0.0
200,0.0,3183.996,1.0,0.0
300,0.0,3183.036,1.0,0.0
400,0.0,3184.54,1.0,0.0
500,0.0,3183.744,1.0,0.0
600,0.0,3182.98,1.0,0.0
700,0.0,3182.348,1.0,0.0
800,0.0,3182.912,1.0,0.0
900,0.0,3183.112,1.0,0.0
1000,0.0,3181.684,1.0,0.0
1200,0.007879999999999877,3493.352,1.0,1078.352
1400,0.009969999999999831,4184.54,1.0,1259.404
1600,0.009999999999999832,4205.376,1.0,1440.822
1800,0.010949999999999818,4206.904,1.0,1622.791
2000,0.017469999999999743,4209.128,1.0,1804.351
2500,0.02082999999999969,4391.248,1.0,2258.781
3000,0.030070000000000374,5218.164,1.0,2715.396
3500,0.03973999999999936,5281.432,1.0,3171.456
4000,0.048999999999999336,5689.952,1.0,3628.908
4500,0.05671000000000014,6254.724,1.0,4086.778
5000,0.06583000000000046,6446.46,1.0,4543.591
6000,0.08601000000000063,7357.396,1.0,5459.989
7000,0.1062999999999992,8183.732,1.0,6377.859
8000,0.12977999999999904,8888.0,1.0,7297.013
9000,0.1503300000000014,9763.8,1.0,8215.084
10000,0.17399999999999963,10601.56,1.0,9136.886
