N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,2e-05,5196.0,1.0,2.346
20,4e-05,5212.0,1.0,4.6
30,5.9999999999999995e-05,6216.0,1.0,6.606
40,7.000000000000001e-05,7264.0,1.0,8.433
50,0.0001,7240.0,1.0,10.19
60,0.00013000000000000002,8276.0,1.0,11.869
70,0.00015,9344.0,1.0,13.562
80,0.00017,9312.0,1.0,14.981
90,0.00019,10312.0,1.0,16.816
100,0.00022,11364.0,1.0,18.202
200,0.00049,18504.0,1.0,33.038
300,0.0008,24668.0,1.0,46.771
400,0.0010500000000000002,31824.0,1.0,60.307
500,0.00138,38988.0,1.0,73.048
600,0.00263,43044.0,1.0,85.738
700,0.0034100000000000003,52296.0,1.0,98.12
800,0.0028799999999999997,57400.0,1.0,110.507
900,0.00328,64544.0,1.0,122.382
1000,0.004889999999999999,73800.0,1.0,134.518
1200,0.01641,5216.0,1.0,1078.35
1400,0.016460000000000002,4180.0,1.0,1259.4
1600,0.01635,5212.0,1.0,1440.82
1800,0.018920000000000003,5192.0,1.0,1622.79
2000,0.02141,5168.0,1.0,1804.35
2500,0.02978,5168.0,1.0,2258.78
3000,0.03746,7240.0,1.0,2715.4
3500,0.046049999999999994,6180.0,1.0,3171.46
4000,0.05514,8292.0,1.0,3628.91
4500,0.06733,7204.0,1.0,4086.78
5000,0.07723999999999999,9056.0,1.0,4543.59
6000,0.09748,9268.0,1.0,5459.99
7000,0.12085,10276.0,1.0,6377.86
8000,0.14431,12020.0,1.0,7297.01
9000,0.16682,13276.0,1.0,8215.08
10000,0.19922,14904.0,1.0,9136.89
