N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3180.0,1.0,0.0
20,0.0,3186.4,1.0,0.0
30,0.0,3192.0,1.0,0.0
40,0.0,3194.0,1.0,0.0
50,0.0,3187.2,1.0,0.0
60,0.0,3178.8,1.0,0.0
70,0.0,3182.8,1.0,0.0
80,0.0,3187.2,1.0,0.0
90,0.0,3192.8,1.0,0.0
100,0.0,3190.0,1.0,0.0
200,0.0,3198.0,1.0,0.0
300,0.0,3190.4,1.0,0.0
400,0.0,3186.8,1.0,0.0
500,0.0,3181.2,1.0,0.0
600,0.0,3175.2,1.0,0.0
700,0.0,3174.8,1.0,0.0
800,0.0,3170.8,1.0,0.0
900,0.0,3174.4,1.0,0.0
1000,0.0,3188.0,1.0,0.0
1200,0.011,4203.2,1.9,1079.5
1400,0.015000000000000003,4220.4,1.9,1254.3
1600,0.019999999999999997,5228.8,2.0,1447.7
1800,0.019999999999999997,5230.0,2.0,1626.6
2000,0.029000000000000005,5209.6,2.0,1801.4
2500,0.03799999999999999,6147.2,2.0,2258.3
3000,0.048,6265.6,2.0,2712.2
3500,0.06100000000000001,7274.0,2.0,3180.1
4000,0.07000000000000002,8298.4,2.0,3628.7
4500,0.08099999999999999,8304.4,2.0,4077.2
5000,0.09499999999999999,9340.8,2.0,4538.9
6000,0.125,10354.8,2.0,5454.4
7000,0.15099999999999997,11580.8,2.0,6374.8
8000,0.17899999999999996,13420.8,2.0,7305.3
9000,0.21200000000000002,14469.2,2.0,8221.7
10000,0.24400000000000005,15478.8,2.0,9136.5
