N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3176.8,2.0,9.5
20,0.0,3188.0,3.0,18.3
30,0.0,3180.0,3.0,28.1
40,0.0,3196.4,3.0,35.7
50,0.0,3185.6,3.1,44.5
60,0.0,3179.2,3.0,52.6
70,0.0,3174.8,3.2,63.4
80,0.0,3190.0,3.2,70.9
90,0.0,3184.4,3.1,78.9
100,0.0,3179.6,3.0,89.3
200,0.0,3185.6,3.4,178.2
300,0.0,3186.0,3.6,267.2
400,0.0,3192.0,3.6,356.1
500,0.0,3185.6,3.5,446.9
600,0.003,3174.4,3.9,535.6
700,0.006,3174.8,3.9,623.2
800,0.009999999999999998,3187.6,3.8,716.6
900,0.009999999999999998,3175.2,3.9,811.6
1000,0.009999999999999998,3176.0,3.6,903.6
1200,0.013999999999999999,3184.4,3.8,1075.0
1400,0.018999999999999996,3171.2,3.9,1259.8
1600,0.020999999999999998,3186.4,3.7,1442.8
1800,0.029000000000000005,3170.0,3.9,1625.3
2000,0.031000000000000007,4193.6,4.1,1800.7
2500,0.043,4196.8,3.8,2253.4
3000,0.05700000000000001,4209.2,4.0,2713.9
3500,0.07100000000000002,4206.4,4.0,3169.4
4000,0.08299999999999999,4204.4,4.1,3633.7
4500,0.098,5240.0,4.1,4081.6
5000,0.11200000000000002,5236.4,4.0,4542.0
6000,0.15099999999999997,5229.6,4.0,5457.5
7000,0.181,6052.4,4.0,6366.7
8000,0.217,6248.8,4.1,7302.8
9000,0.254,6253.2,4.1,8207.4
10000,0.295,7276.0,4.2,9133.6
