K,Time (s),Memory (KB),Passes
1,0.66,21356.0,3
2,0.32,17584.0,2
3,0.01,8056.0,1
4,0.01,8028.0,1
5,0.02,8140.0,1
6,0.01,7996.0,1
7,0.02,8076.0,1
8,0.01,8052.0,1
9,0.01,8100.0,1
10,0.02,7968.0,1
