K,Time (s),Memory (KB),Passes
1,1.38,13476.0,43
2,0.97,15984.0,8
3,0.01,8084.0,1
4,0.02,8048.0,1
5,0.02,8084.0,1
6,0.01,8008.0,1
7,0.01,8000.0,1
8,0.01,8160.0,1
9,0.01,8180.0,1
10,0.02,8160.0,1
