K,Average User Time (s),Average Memory (KB),Passes
1,2539.29,75868.0,1692
2,69.87,87456.0,41
3,32.07,104448.0,17
4,27.65,117612.0,12
5,24.44,131964.0,10
6,18.3,150308.0,8
7,17.17,170132.0,7
8,24.16,181684.0,7
9,17.0,199732.0,6
10,20.31,213428.0,6
