N,Time (s),Memory (KB),Passes
10,0.0,3888.0,1.0
20,0.0,3740.0,1.0
30,0.0,3856.0,1.0
40,0.0,3924.0,1.0
50,0.0,4044.0,1.0
60,0.0,3972.0,1.0
70,0.0,3884.0,1.0
80,0.0,3884.0,1.0
90,0.0,4064.0,1.0
100,0.0,3900.0,1.0
150,0.0,3928.0,2.0
200,0.0,4208.0,2.0
250,0.0,4168.0,2.0
300,0.0,4272.0,2.0
350,0.0,4188.0,2.0
400,0.0,4364.0,2.0
450,0.0,4316.0,2.0
500,0.01,4612.0,2.0
600,0.01,4796.0,2.0
700,0.01,4640.0,2.0
800,0.01,4984.0,2.0
900,0.01,4880.0,2.0
1000,0.01,5196.0,2.0
1200,0.02,5504.0,2.0
1400,0.03,5716.0,2.0
1600,0.03,6092.0,2.0
1800,0.04,6204.0,2.0
2000,0.04,6316.0,2.0
2500,0.06,7184.0,2.0
3000,0.07,7468.0,2.0
3500,0.1,8272.0,2.0
4000,0.12,8716.0,2.0
4500,0.15,9548.0,2.0
5000,0.17,10140.0,2.0
6000,0.23,11244.0,2.0
7000,0.3,12556.0,2.0
8000,0.33,13572.0,2.0
9000,0.39,14980.0,2.0
10000,0.43,16348.0,2.0
