K,Iteration,User Time (s),Memory (KB),Passes
1,1,282.44,49940.0,571
1,2,290.26,49924.0,571
1,3,268.36,49980.0,571
1,4,270.02,50004.0,571
1,5,263.19,49940.0,571
1,6,282.38,49964.0,571
1,7,263.73,49880.0,571
1,8,260.88,49940.0,571
1,9,258.24,49920.0,571
1,10,265.42,49940.0,571
1,11,255.62,50080.0,571
1,12,256.71,49940.0,571
1,13,263.39,49928.0,571
1,14,258.96,50036.0,571
1,15,267.98,49976.0,571
1,16,261.46,50080.0,571
1,17,259.44,50000.0,571
1,18,262.42,50080.0,571
1,19,256.75,50004.0,571
1,20,264.33,49964.0,571
1,21,261.19,49940.0,571
1,22,260.15,50000.0,571
1,23,260.24,50084.0,571
1,24,262.27,49992.0,571
1,25,265.31,50088.0,571
1,26,258.83,49904.0,571
1,27,266.84,49900.0,571
1,28,435.87,49900.0,571
1,29,258.86,49940.0,571
1,30,271.84,50084.0,571
1,31,262.15,49996.0,571
1,32,257.92,49928.0,571
1,33,276.46,49904.0,571
1,34,283.33,50052.0,571
1,35,286.78,49972.0,571
1,36,276.34,50076.0,571
1,37,280.21,49888.0,571
1,38,280.79,49992.0,571
1,39,286.24,49996.0,571
1,40,288.24,50052.0,571
1,41,289.65,49976.0,571
1,42,274.26,49924.0,571
1,43,294.71,49900.0,571
1,44,297.04,50004.0,571
1,45,321.36,50032.0,571
1,46,298.24,50076.0,571
1,47,304.54,50080.0,571
1,48,306.54,49992.0,571
1,49,303.59,49900.0,571
1,50,298.73,49992.0,571
