K,Iteration,User Time (s),Memory (KB),Passes
8,1,8.47,115304.0,11
8,2,8.57,115196.0,11
8,3,8.6,115156.0,11
8,4,9.31,115112.0,11
8,5,8.61,115304.0,11
8,6,8.68,115252.0,11
8,7,8.59,115300.0,11
8,8,9.75,115132.0,11
8,9,8.82,115200.0,11
8,10,8.85,115144.0,11
8,11,8.9,115160.0,11
8,12,8.54,115252.0,11
8,13,8.74,115112.0,11
8,14,8.63,115100.0,11
8,15,8.62,115156.0,11
8,16,8.52,115156.0,11
8,17,8.77,115108.0,11
8,18,8.77,115184.0,11
8,19,8.62,115120.0,11
8,20,9.0,115192.0,11
8,21,9.08,115176.0,11
8,22,8.71,115220.0,11
8,23,9.41,115156.0,11
8,24,9.82,115252.0,11
8,25,9.1,115192.0,11
8,26,9.9,115124.0,11
8,27,9.19,115252.0,11
8,28,9.45,115104.0,11
8,29,10.34,115284.0,11
8,30,9.35,115296.0,11
8,31,9.85,115304.0,11
8,32,9.74,115296.0,11
8,33,9.96,115200.0,11
8,34,9.67,115220.0,11
8,35,10.24,115180.0,11
8,36,9.23,115304.0,11
8,37,9.09,115156.0,11
8,38,9.04,115156.0,11
8,39,10.26,115120.0,11
8,40,10.05,115180.0,11
8,41,10.18,115164.0,11
8,42,9.24,115204.0,11
8,43,10.36,115200.0,11
8,44,9.23,115212.0,11
8,45,9.2,115208.0,11
8,46,9.04,115144.0,11
8,47,9.06,115212.0,11
8,48,9.48,115212.0,11
8,49,9.65,115156.0,11
8,50,9.85,115120.0,11
