K,Average User Time (s),Average Memory (KB),Passes
1,2335.36,75820.0,1692
2,69.23,87488.0,41
3,32.21,104632.0,17
4,23.98,117572.0,12
5,22.6,131824.0,10
6,17.04,150200.0,8
7,15.73,170084.0,7
8,24.47,181516.0,7
9,15.36,199808.0,6
10,19.58,213416.0,6
