K,Average User Time (s),Average Memory (KB),Passes
1,15.4,9752.0,3
2,9.95,11144.0,3
3,12.7,12464.0,3
4,10.28,13780.0,3
5,9.48,15124.0,3
6,10.47,16408.0,3
7,10.45,17796.0,3
8,12.84,19132.0,3
9,11.28,20336.0,3
10,11.34,21628.0,3
