N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,4e-05,4168.0,3.123,9.591
20,0.00011,4168.0,3.96,18.409
30,0.00022,4168.0,4.478,27.382
40,0.0003,3108.0,4.876,36.081
50,0.00043,3140.0,5.185,45.007
60,0.0005600000000000001,4168.0,5.439,53.913
70,0.00073,4176.0,5.658,62.624
80,0.00086,4164.0,5.854,71.489
90,0.00101,4224.0,6.052,80.502
100,0.00115,3108.0,6.197,89.244
200,0.00312,3108.0,7.215,178.059
300,0.0054,3104.0,7.841,267.627
400,0.00805,3172.0,8.232,357.153
500,0.01048,3108.0,8.54,446.622
600,0.01426,3128.0,8.745,537.368
700,0.027,4172.0,8.98,627.115
800,0.0329,4188.0,9.153,717.622
900,0.02894,3108.0,9.308,808.026
1000,0.03138,4184.0,9.452,897.819
1200,0.04444,3136.0,9.655,1079.36
1400,0.05842,4180.0,9.84,1260.95
1600,0.07135999999999999,5192.0,10.003,1442.4
1800,0.05922,4160.0,10.168,1625.57
2000,0.07066,4164.0,10.264,1807.02
2500,0.09137999999999999,5220.0,10.498,2263.21
3000,0.11222,4144.0,10.734,2719.89
3500,0.13607,6216.0,10.854,3177.55
4000,0.16469999999999999,5156.0,10.974,3635.57
4500,0.18148,5156.0,11.072,4094.14
5000,0.21044,5192.0,11.22,4554.38
6000,0.25851,6180.0,11.339,5472.01
7000,0.31089999999999995,7204.0,11.557,6393.19
8000,0.36810000000000004,7204.0,11.67,7314.65
9000,0.43557,8280.0,11.778,8235.5
10000,0.47454,8292.0,11.872,9159.27
