N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,2.9999999999999997e-05,4168.0,1.995,9.543
20,8e-05,4192.0,2.289,18.489
30,0.00014000000000000001,4196.0,2.796,27.441
40,0.00020999999999999998,4168.0,2.956,36.186
50,0.00028000000000000003,4204.0,2.995,45.137
60,0.00035999999999999997,4192.0,2.999,53.904
70,0.00041999999999999996,4168.0,3.001,62.761
80,0.0005,3108.0,3.0,71.699
90,0.0005600000000000001,3116.0,3.003,80.559
100,0.00064,3108.0,3.001,89.672
200,0.00148,3108.0,3.039,179.499
300,0.00248,4168.0,3.147,270.292
400,0.00359,3104.0,3.351,361.786
500,0.004860000000000001,4200.0,3.557,453.596
600,0.00968,3120.0,3.716,545.026
700,0.013009999999999999,3108.0,3.86,637.905
800,0.01585,3140.0,3.939,728.805
900,0.01239,4168.0,3.975,820.669
1000,0.02047,3156.0,3.992,912.05
1200,0.01833,3124.0,4.0,1095.33
1400,0.0261,4128.0,4.0,1277.8
1600,0.02708,4132.0,4.0,1461.57
1800,0.02548,5216.0,4.0,1644.88
2000,0.029,4132.0,4.0,1828.65
2500,0.03798,5208.0,4.0,2289.47
3000,0.04746,4132.0,4.0,2750.68
3500,0.056659999999999995,5156.0,4.0,3213.28
4000,0.06506,5156.0,4.0,3675.02
4500,0.07332,5180.0,4.0,4139.24
5000,0.08301,7296.0,4.0,4602.68
6000,0.10003000000000001,6228.0,4.0,5531.43
7000,0.11866,6180.0,4.0,6460.27
8000,0.13809,7204.0,4.0,7390.74
9000,0.16005,8228.0,4.0,8322.93
10000,0.181,9224.0,4.0,9255.81
