N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3190.8,3.0,9.4
20,0.0,3180.4,3.9,18.7
30,0.0,3176.8,4.0,26.5
40,0.0,3178.4,4.9,35.7
50,0.0,3187.2,5.1,44.8
60,0.0,3182.4,5.7,53.5
70,0.0,3174.4,5.6,62.8
80,0.0,3174.0,5.8,73.1
90,0.0,3171.2,6.2,81.1
100,0.0,3193.6,6.2,90.4
200,0.0,3180.8,7.1,179.1
300,0.0,3178.0,8.1,270.8
400,0.001,3188.4,8.2,357.4
500,0.009,3200.8,8.5,448.3
600,0.009999999999999998,3183.6,8.7,534.3
700,0.011,3188.0,9.2,624.2
800,0.018,3181.2,9.3,717.5
900,0.020999999999999998,3184.4,9.2,809.6
1000,0.019999999999999997,3186.4,9.5,898.0
1200,0.030000000000000006,3184.4,10.0,1077.3
1400,0.03699999999999999,3192.0,9.9,1262.8
1600,0.044,3176.4,9.8,1444.6
1800,0.051000000000000004,4215.6,10.1,1630.9
2000,0.06300000000000001,4202.4,10.8,1810.6
2500,0.08099999999999999,4210.4,10.8,2253.2
3000,0.09899999999999999,4206.8,10.8,2719.3
3500,0.12100000000000002,4211.2,11.0,3176.8
4000,0.142,5219.6,11.1,3631.1
4500,0.16599999999999998,5233.2,11.2,4098.4
5000,0.18999999999999997,5238.0,11.4,4563.9
6000,0.23400000000000004,6260.8,11.4,5464.4
7000,0.287,6249.6,11.7,6386.3
8000,0.34199999999999997,7271.2,12.0,7310.2
9000,0.37699999999999995,7264.4,11.6,8250.9
10000,0.43599999999999994,8301.2,12.0,9155.7
