K,Average User Time (s),Average Memory (KB),Passes
1,68.68,91308.0,40
2,39.2,99952.0,17
3,31.72,116604.0,12
4,20.82,135512.0,9
5,24.46,148672.0,8
6,15.52,166872.0,6
7,17.81,180008.0,6
8,13.35,196240.0,5
9,17.11,212744.0,5
10,12.07,228432.0,4
