K,Average User Time (s),Average Memory (KB),Passes
1,35.39,589988.0,10
2,33.9,420260.0,9
3,24.1,408036.0,8
4,27.09,413424.0,8
5,30.73,478892.0,8
6,25.92,357908.0,7
7,27.16,338032.0,7
8,25.87,376808.0,7
9,27.34,419048.0,7
10,22.43,436364.0,6
