K,Average User Time (s),Average Memory (KB),Passes
1,17.65,230788.0,4
2,13.82,230760.0,4
3,18.7,230868.0,4
4,13.74,230764.0,4
5,18.03,230716.0,4
6,13.62,230800.0,4
7,17.71,230880.0,4
8,14.05,230788.0,4
9,18.45,230760.0,4
10,13.87,230792.0,4
