K,Average User Time (s),Average Memory (KB),Passes
1,0.13,11180.8,3
2,0.16,11360.0,3
3,0.24,11555.2,3
4,0.37,11728.0,2
5,0.53,11929.6,2
6,0.66,12121.6,2
7,0.736,12326.4,2
8,0.776,12374.4,1
9,0.74,12326.4,1
10,0.74,12371.2,1
