N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3180.44,1.0,0.0
20,0.0,3183.8,1.0,0.0
30,0.0,3185.48,1.0,30.0
40,0.0,3184.6,1.0,40.0
50,0.0,3179.16,1.0,50.0
60,0.0,3180.96,1.0,60.0
70,0.0,3181.6,1.0,70.0
80,0.0,3183.24,1.0,80.0
90,0.0,3173.84,1.0,90.0
100,0.0,3177.12,1.0,100.0
200,0.0003,3183.04,1.0,200.0
300,0.010200000000000008,3181.72,1.0,300.0
400,0.02979999999999995,3183.12,1.0,400.0
500,0.045299999999999965,3181.6,1.0,500.0
600,0.06990000000000009,3180.44,1.0,600.0
700,0.09129999999999988,3184.8,1.0,700.0
800,0.12279999999999988,3179.92,1.0,800.0
900,0.1599000000000001,3178.92,1.0,900.0
1000,0.1998999999999997,3214.92,1.0,1000.0
1200,0.29670000000000013,3582.24,1.0,1200.0
1400,0.4137999999999999,4141.0,1.0,1400.0
1600,0.5434999999999992,4197.12,1.0,1600.0
1800,0.6859999999999998,4207.8,1.0,1800.0
2000,0.8579999999999995,4217.4,1.0,2000.0
2500,1.3862999999999994,4494.48,1.0,2500.0
3000,1.9932999999999987,5178.12,1.0,3000.0
3500,2.7912,5252.36,1.0,3500.0
4000,3.818499999999999,5607.92,1.0,4000.0
4500,4.795899999999999,6036.72,1.0,4500.0
5000,5.863800000000003,6441.64,1.0,5000.0
6000,8.669799999999997,7090.32,1.0,6000.0
7000,12.127900000000002,7973.96,1.0,7000.0
8000,16.1134,8842.56,1.0,8000.0
9000,20.819900000000004,9801.84,1.0,9000.0
10000,26.534299999999995,10520.16,1.0,10000.0
