N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3179.04,1.0,0.0
20,0.0,3182.56,1.0,0.0
30,0.0,3187.8,2.0,30.0
40,0.0,3181.84,2.0,40.0
50,0.0,3186.28,2.0,50.0
60,0.0,3184.2,2.0,60.0
70,0.0,3183.48,2.0,70.0
80,0.0,3184.52,2.0,80.0
90,0.0,3182.32,2.0,90.0
100,0.0,3181.84,2.0,100.0
200,0.010000000000000007,3183.04,2.0,200.0
300,0.02999999999999995,3187.8,2.0,300.0
400,0.058599999999999916,3186.6,2.0,400.0
500,0.0900999999999999,3180.4,2.0,500.0
600,0.1365000000000002,3183.36,2.0,600.0
700,0.1861,3179.8,2.0,700.0
800,0.2468999999999999,3186.36,2.0,800.0
900,0.3138999999999997,3184.64,2.0,900.0
1000,0.39250000000000007,3185.16,2.0,1000.0
1200,0.5846000000000006,3182.0,2.0,1200.0
1400,0.8054999999999997,4176.48,2.0,1400.0
1600,1.0674999999999997,4147.92,2.0,1600.0
1800,1.347,4151.68,2.0,1800.0
2000,1.7055999999999991,4176.32,2.0,2000.0
2500,2.706199999999998,4198.88,2.0,2500.0
3000,3.904400000000001,5161.16,2.0,3000.0
3500,5.466400000000001,5137.36,2.0,3500.0
4000,7.337999999999997,5148.6,2.0,4000.0
4500,9.292899999999998,5873.0,2.0,4500.0
5000,11.5113,6018.44,2.0,5000.0
6000,16.932000000000006,6783.12,2.0,6000.0
7000,23.588100000000008,7027.04,2.0,7000.0
8000,32.275299999999994,7323.96,2.0,8000.0
9000,40.64479999999998,8523.48,2.0,9000.0
10000,51.4744,8933.4,2.0,10000.0
