N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4176.0,1.42,9.48
20,0.0,4168.0,1.96,15.51
30,0.0001,4172.0,1.99,20.23
40,0.0002,4168.0,2.0,24.62
50,0.0002,4168.0,2.0,28.14
60,0.0003,4168.0,2.0,31.88
70,0.0004,4168.0,2.0,34.82
80,0.0004,4168.0,2.0,38.14
90,0.0005,4168.0,2.0,41.46
100,0.0006,4164.0,2.01,43.33
200,0.0014000000000000002,4164.0,2.04,63.18
300,0.0024,4168.0,2.07,77.61
400,0.0032,4264.0,2.03,82.79
500,0.0042,4168.0,2.03,87.39
600,0.0051,4168.0,2.06,94.26
700,0.006,4184.0,2.02,92.65
800,0.0072,4168.0,2.05,96.54
900,0.008100000000000001,4196.0,2.03,93.82
1000,0.009300000000000001,4236.0,2.07,102.76
1200,0.0115,4168.0,2.05,95.74
1400,0.013500000000000002,4168.0,2.03,105.06
1600,0.015700000000000002,5192.0,2.04,96.54
1800,0.018500000000000003,5192.0,2.06,100.85
2000,0.0209,4172.0,2.01,108.86
2500,0.0264,4160.0,2.05,109.18
3000,0.0321,5204.0,2.01,110.93
3500,0.0385,6272.0,2.02,111.93
4000,0.0458,6236.0,2.02,111.16
4500,0.051399999999999994,5220.0,2.03,113.44
5000,0.0587,6228.0,2.04,123.06
6000,0.0707,7240.0,2.02,121.75
7000,0.08470000000000001,8264.0,2.02,124.52
8000,0.0986,8272.0,2.01,126.93
9000,0.1112,8252.0,2.01,122.39
10000,0.12869999999999998,8264.0,2.01,122.88
