N,Time (s),Memory (KB),Passes
10,0.01,10144.0,1.0
20,0.01,10176.0,1.0
30,0.02,10176.0,1.0
40,0.02,10176.0,1.0
50,0.02,10192.0,1.0
60,0.02,10208.0,1.0
70,0.01,10208.0,1.0
80,0.01,10224.0,1.0
90,0.01,10224.0,1.0
100,0.01,10240.0,1.0
150,0.01,10304.0,1.0
200,0.01,10464.0,1.0
250,0.01,10496.0,1.0
300,0.01,10512.0,1.0
350,0.02,10592.0,1.0
400,0.02,10704.0,1.0
450,0.02,10768.0,1.0
500,0.02,10848.0,1.0
600,0.02,11216.0,2.0
700,0.02,11248.0,2.0
800,0.02,11408.0,2.0
900,0.03,11696.0,2.0
1000,0.03,11744.0,2.0
1200,0.03,12048.0,2.0
1400,0.04,12640.0,2.0
1600,0.04,12960.0,2.0
1800,0.05,13248.0,2.0
2000,0.07,14384.0,2.0
2500,0.06,15360.0,2.0
3000,0.08,15088.0,2.0
3500,0.09,16272.0,2.0
4000,0.1,17344.0,2.0
4500,0.14,18720.0,2.0
5000,0.17,19072.0,2.0
6000,0.15,20752.0,2.0
7000,0.17,22624.0,2.0
8000,0.21,23024.0,2.0
9000,0.24,24864.0,2.0
10000,0.3,28256.0,2.0
