N,Time (s),Memory (KB),Passes
10,0.01,10144.0,1.0
20,0.01,10304.0,1.0
30,0.01,10160.0,1.0
40,0.02,10160.0,1.0
50,0.02,10160.0,1.0
60,0.01,10160.0,1.0
70,0.01,10144.0,1.0
80,0.01,10144.0,1.0
90,0.01,10144.0,1.0
100,0.01,10160.0,1.0
150,0.01,10176.0,1.0
200,0.02,10192.0,1.0
250,0.02,10224.0,1.0
300,0.02,10320.0,1.0
350,0.02,10304.0,1.0
400,0.02,10480.0,1.0
450,0.02,10320.0,1.0
500,0.02,10448.0,1.0
600,0.02,10464.0,1.0
700,0.03,10640.0,1.0
800,0.03,10496.0,1.0
900,0.03,10576.0,1.0
1000,0.04,10720.0,1.0
1200,0.04,10848.0,1.0
1400,0.05,11040.0,1.0
1600,0.06,11232.0,1.0
1800,0.1,11424.0,1.0
2000,0.08,11408.0,1.0
2500,0.12,11808.0,1.0
3000,0.13,12496.0,1.0
3500,0.15,12416.0,1.0
4000,0.16,12992.0,1.0
4500,0.31,13152.0,1.0
5000,0.2,13488.0,1.0
6000,0.26,14688.0,1.0
7000,0.3,15328.0,1.0
8000,0.35,15744.0,1.0
9000,0.4,16560.0,1.0
10000,0.53,17744.0,1.0
