K,Average User Time (s),Average Memory (KB),Passes
1,0.01,3692.0,21
2,0.01,3829.3333,16
3,0.0033,3853.3333,9
4,0.0,3868.0,7
5,0.0,3800.0,5
6,0.0,3924.0,4
7,0.0,3860.0,3
8,0.0,3896.0,3
9,0.0,3880.0,2
10,0.0,3930.6667,2
