K,Average User Time (s),Average Memory (KB),Passes
1,8.964,11274.4,190
2,1.022,12276.8,19
3,0.714,13820.8,13
4,0.476,15652.8,8
5,0.274,17473.6,4
6,0.494,19332.8,8
7,0.198,21216.8,3
8,0.22,23026.4,3
9,0.186,24858.4,2
10,0.214,26741.6,2
