N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3200.0,1.0,2.35
20,0.0,3232.0,1.0,2.29
30,0.0,3176.0,1.0,1.94
40,0.0001,3196.0,1.0,1.57
50,0.0001,3188.0,1.0,1.14
60,0.0001,3136.0,1.0,1.01
70,0.0001,4164.0,1.0,1.02
80,0.0002,3172.0,1.0,0.5
90,0.0002,3176.0,1.0,0.93
100,0.0002,3232.0,1.0,0.73
200,0.0018,3136.0,2.0,88.37
300,0.0037,3136.0,2.34,117.29
400,0.0060999999999999995,3144.0,2.48,133.71
500,0.009399999999999999,3172.0,2.77,142.0
600,0.0129,3136.0,2.98,155.61
700,0.0171,4200.0,3.19,152.7
800,0.0215,4160.0,3.23,159.35
900,0.025,4256.0,3.19,149.84
1000,0.0296,4208.0,3.22,164.98
1200,0.0475,4152.0,3.83,153.43
1400,0.0622,5272.0,4.09,179.36
1600,0.0762,5184.0,4.05,157.7
1800,0.0928,5228.0,4.17,170.65
2000,0.1263,5192.0,4.77,186.94
2500,0.18109999999999998,7244.0,5.0,196.23
3000,0.2657,7288.0,5.58,193.93
3500,0.3467,7228.0,6.03,208.15
4000,0.4385,8280.0,6.13,203.39
4500,0.5782,8300.0,6.92,219.69
5000,0.6762,9288.0,6.98,261.63
6000,1.0137,10384.0,7.93,247.5
7000,1.2692,12380.0,8.07,266.88
