K,Average User Time (s),Average Memory (KB),Passes
1,2444.74,76016.0,1732
2,79.51,91364.0,40
3,37.59,100084.0,17
4,29.31,116604.0,12
5,21.17,135552.0,9
6,23.39,148636.0,8
7,15.93,166860.0,6
8,19.18,179992.0,6
9,14.93,196308.0,5
10,18.48,212988.0,5
