K,Average User Time (s),Average Memory (KB),Passes
1,1.686,20857.6,4
2,1.678,20768.0,4
3,1.676,20793.6,4
4,1.726,19721.6,4
5,1.818,19356.8,4
6,1.778,20886.4,4
7,1.68,20832.0,4
8,1.682,20822.4,4
9,1.678,20844.8,4
10,1.684,20819.2,4
