M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0006,42052.0,1.0,0.15
2000,0.001,45124.0,1.0,0.18
3000,0.0015,47160.0,1.0,0.44
4000,0.002,49244.0,1.0,0.34
5000,0.0026,54356.0,1.0,0.44
6000,0.0029,57440.0,1.0,0.39
7000,0.0036,60496.0,1.0,0.32
8000,0.0042,62512.0,1.0,0.22
9000,0.0044,64564.0,1.0,0.23
10000,0.0051,65616.0,1.0,0.22
12000,0.0058,68668.0,1.0,0.14
14000,0.0067,68728.0,1.0,0.15
16000,0.0073,70716.0,1.0,0.05
18000,0.0079,70716.0,1.0,0.03
25000,0.0102,73780.0,1.0,23.89
30000,0.0121,74804.0,1.0,46.85
35000,0.013999999999999999,73848.0,1.0,131.07
40000,0.0141,75808.0,1.0,481.53
45000,0.0158,76864.0,1.0,1074.67
50000,0.0173,75840.0,1.0,1462.3
60000,0.142,12404.0,2.0,8139.0
70000,0.1543,12360.0,2.0,8393.79
80000,0.1661,12324.0,2.0,8588.84
90000,0.1776,13360.0,2.0,8744.36
100000,0.1882,12360.0,2.0,8863.33
200000,0.2848,12324.0,2.0,9427.07
300000,0.37270000000000003,12324.0,2.0,9621.45
400000,0.4596,12324.0,2.01,9717.38
500000,0.54,11300.0,2.01,9776.61
600000,0.6308,12324.0,2.03,9813.99
700000,0.7116,12324.0,2.04,9843.0
800000,0.8011,12324.0,2.05,9862.72
900000,0.8955,12324.0,2.08,9879.54
1000000,0.9712999999999999,12324.0,2.07,9892.89
2000000,1.9636000000000002,12320.0,2.41,9950.93
4000000,3.6391000000000004,12324.0,2.31,9977.11
6000000,5.3174,12360.0,2.31,9985.98
8000000,6.869800000000001,12368.0,2.2,9990.88
10000000,8.457799999999999,11300.0,2.19,9993.21
15000000,12.209000000000001,11300.0,2.08,9996.46
20000000,15.8068,12372.0,2.02,9997.98
25000000,19.7456,13380.0,2.0,9998.74
