M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.00065,377928.0,1.0,0.122
2000,0.00171,402480.0,1.0,0.19
3000,0.00172,429112.0,1.0,0.325
4000,0.0023,458788.0,1.0,0.403
5000,0.00409,492652.0,1.0,0.471
6000,0.00349,527444.0,1.0,0.408
7000,0.00404,558120.0,1.0,0.362
8000,0.00467,580644.0,1.0,0.298
9000,0.00749,600184.0,1.0,0.215
10000,0.00809,614468.0,1.0,0.206
12000,0.00942,636992.0,1.0,0.17
14000,0.01047,649264.0,1.0,0.119
16000,0.01185,657472.0,1.0,0.065
18000,0.01281,663648.0,1.0,0.05
25000,0.01142,682108.0,1.0,28.803
30000,0.01936,694368.0,1.0,90.174
35000,0.02184,691256.0,1.0,204.539
40000,0.02436,702548.0,1.0,590.626
45000,0.0268,711728.0,1.0,1109.45
50000,0.01982,709664.0,1.0,1509.59
60000,0.20091,12344.0,2.0,8141.6
70000,0.19815,12396.0,2.0,8393.17
80000,0.24317,12380.0,2.0,8586.11
90000,0.24054,12324.0,2.0,8738.4
100000,0.28526,12324.0,2.0,8861.71
200000,0.40408999999999995,12324.0,2.001,9426.33
300000,0.57643,13400.0,2.004,9619.08
