M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.00065,376956.0,1.0,0.122
2000,0.0016699999999999998,403512.0,1.0,0.19
3000,0.00172,428076.0,1.0,0.325
4000,0.00233,459860.0,1.0,0.403
5000,0.00419,492604.0,1.0,0.471
6000,0.00348,527432.0,1.0,0.408
7000,0.0039900000000000005,557200.0,1.0,0.362
8000,0.00463,581692.0,1.0,0.298
9000,0.00738,601144.0,1.0,0.215
10000,0.00818,615480.0,1.0,0.206
12000,0.009460000000000001,636984.0,1.0,0.17
14000,0.01062,647204.0,1.0,0.119
16000,0.01183,657492.0,1.0,0.065
18000,0.01289,663640.0,1.0,0.05
25000,0.01551,679972.0,1.0,28.803
30000,0.01959,693304.0,1.0,90.174
35000,0.02228,690236.0,1.0,204.539
40000,0.024460000000000003,700508.0,1.0,590.626
45000,0.027460000000000002,708700.0,1.0,1109.45
50000,0.019870000000000002,709700.0,1.0,1509.59
60000,0.20333,8228.0,3.118,8144.41
70000,0.24868,8228.0,3.076,8395.03
80000,0.21680000000000002,8228.0,3.081,8585.62
90000,0.28447,8244.0,3.095,8737.9
100000,0.295,8228.0,3.079,8860.04
200000,0.47469,8256.0,3.049,9426.9
300000,0.70782,9284.0,3.017,9620.12
400000,0.89719,8284.0,2.995,9718.0
500000,1.14856,8228.0,2.958,9776.41
600000,1.29555,8260.0,2.939,9815.25
700000,1.47572,8228.0,2.917,9843.17
800000,1.62704,8236.0,2.916,9864.19
900000,1.84958,9292.0,2.87,9880.07
1000000,1.97195,8228.0,2.84,9892.56
2000000,3.5299899999999997,8228.0,2.645,9950.04
