M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.00395,7260.0,2.0,4.969
2000,0.0077,7244.0,2.002,7.451
3000,0.00925,7208.0,2.009,11.003
4000,0.007549999999999999,6244.0,2.079,18.082
5000,0.01444,6184.0,2.538,44.969
6000,0.01692,7220.0,3.822,290.334
7000,0.02451,7228.0,4.091,737.527
8000,0.05982,8248.0,4.103,1236.32
9000,0.05841,8276.0,4.132,1726.27
10000,0.06903000000000001,8240.0,4.144,2189.34
12000,0.0854,7204.0,4.14,3006.85
14000,0.10474,7220.0,4.145,3695.08
16000,0.11808,9256.0,4.151,4269.32
18000,0.13081,7272.0,4.153,4750.92
25000,0.14129,8228.0,4.123,5956.07
30000,0.15033000000000002,8224.0,4.138,6536.18
35000,0.19519999999999998,8272.0,4.134,6969.03
40000,0.19804,8264.0,4.103,7308.84
45000,0.22555,8228.0,4.101,7580.29
50000,0.2225,8244.0,4.112,7801.36
60000,0.25276,8236.0,4.104,8144.43
70000,0.28819,7264.0,4.1,8393.53
80000,0.29092,8228.0,4.106,8586.02
90000,0.30274,8316.0,4.097,8738.7
100000,0.33847000000000005,8228.0,4.076,8861.77
200000,0.61407,8296.0,4.047,9426.32
300000,0.84185,8228.0,4.02,9620.88
400000,0.92814,8316.0,3.985,9717.81
500000,1.35849,8228.0,3.984,9776.32
600000,1.5798299999999998,8240.0,3.93,9815.32
700000,1.39294,9264.0,3.92,9842.65
800000,1.93482,8256.0,3.897,9863.84
900000,2.26173,9300.0,3.848,9879.95
1000000,2.4893400000000003,8244.0,3.821,9892.87
2000000,3.66023,8228.0,3.613,9950.1
4000000,8.23253,8288.0,3.408,9977.86
6000000,13.11603,8252.0,3.323,9986.48
8000000,16.76263,8228.0,3.217,9990.79
