M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0034999999999999996,7208.0,2.0,4.95
2000,0.0045000000000000005,7212.0,2.0,7.26
3000,0.005600000000000001,7248.0,2.01,10.65
4000,0.0069,7200.0,2.11,17.89
5000,0.0088,6232.0,2.51,45.1
6000,0.0154,7232.0,3.85,294.31
7000,0.023799999999999998,7268.0,4.09,734.26
8000,0.0319,8232.0,4.16,1231.94
9000,0.0375,7228.0,4.17,1729.55
10000,0.0452,7204.0,4.18,2196.46
12000,0.055999999999999994,7204.0,4.09,3008.54
14000,0.0687,7232.0,4.16,3697.18
16000,0.0781,8264.0,4.13,4265.91
18000,0.0836,8228.0,4.16,4751.23
25000,0.1065,8256.0,4.17,5955.86
30000,0.1186,8276.0,4.16,6542.19
35000,0.1303,9308.0,4.05,6966.68
40000,0.1356,9292.0,4.1,7312.78
45000,0.1416,9308.0,4.07,7582.25
50000,0.15130000000000002,9264.0,4.11,7806.61
60000,0.1686,9268.0,4.12,8148.96
70000,0.18309999999999998,9248.0,4.09,8394.46
80000,0.20350000000000001,8228.0,4.1,8594.01
90000,0.21660000000000001,9264.0,4.06,8742.67
100000,0.2328,8236.0,4.02,8865.47
200000,0.3843,8228.0,4.09,9427.46
300000,0.5354,8228.0,4.05,9621.08
400000,0.6899,8256.0,4.02,9716.78
500000,0.8417,8248.0,4.0,9774.96
600000,0.9670000000000001,8244.0,3.9,9814.39
700000,1.1101999999999999,8228.0,3.9,9842.37
800000,1.2715,8228.0,3.89,9865.89
900000,1.3925999999999998,8344.0,3.86,9881.39
1000000,1.5196,8228.0,3.77,9893.26
2000000,2.9301,8252.0,3.64,9950.97
4000000,5.5647,7256.0,3.41,9978.56
6000000,8.0861,7200.0,3.36,9986.7
8000000,10.4623,7204.0,3.17,9990.78
10000000,13.0084,8260.0,3.17,9993.2
15000000,19.494600000000002,8228.0,3.11,9996.21
20000000,25.6701,8268.0,3.05,9997.69
25000000,31.833000000000002,8228.0,3.01,9998.52
30000000,37.7689,7204.0,3.02,9999.1
35000000,44.6197,8228.0,3.02,9999.41
40000000,53.157700000000006,8304.0,3.0,9999.71
49995000,63.3291,8264.0,3.0,10000.0
