K,Time (s),Memory (KB),Passes
1,0.45,7504.0,4
2,0.46,7808.0,4
3,0.46,7760.0,4
4,0.46,7760.0,4
5,0.46,7760.0,4
6,0.46,7760.0,4
7,0.46,7840.0,4
8,0.46,7776.0,4
9,0.46,7840.0,4
10,0.46,7824.0,4
