N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,5e-05,4152.0,1.995,10.0
20,0.00020999999999999998,4192.0,2.168,20.0
30,0.00057,4176.0,2.665,30.0
40,0.0007099999999999999,4152.0,2.903,40.0
50,0.0016799999999999999,4188.0,2.984,50.0
60,0.00164,3124.0,3.0,60.0
70,0.00327,4152.0,3.01,70.0
80,0.00414,3144.0,3.019,80.0
90,0.0053,4188.0,3.041,90.0
100,0.006690000000000001,4148.0,3.08,100.0
200,0.02152,3144.0,3.571,200.0
300,0.07642,3188.0,3.888,300.0
400,0.13673,4152.0,3.968,400.0
500,0.22250999999999999,4172.0,3.992,500.0
600,0.32862,3196.0,3.998,600.0
700,0.32241000000000003,3112.0,4.0,700.0
800,0.5463,3144.0,4.0,800.0
900,0.66771,4160.0,4.0,900.0
1000,0.6965,3108.0,4.0,1000.0
1200,1.13474,3108.0,4.0,1200.0
1400,1.75218,4160.0,4.0,1400.0
1600,2.27319,5204.0,4.0,1600.0
1800,2.86292,4132.0,4.0,1800.0
2000,2.5769699999999998,4188.0,4.0,2000.0
2500,4.44796,4132.0,4.002,2500.0
3000,7.232819999999999,4132.0,4.001,3000.0
