N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,5.9999999999999995e-05,3164.0,1.996,10.0
20,0.00026000000000000003,4152.0,2.64,20.0
30,0.00061,4152.0,2.977,30.0
40,0.0009699999999999999,4156.0,3.182,40.0
50,0.00191,3188.0,3.458,50.0
60,0.0019399999999999999,3196.0,3.646,60.0
70,0.00417,3180.0,3.838,70.0
80,0.00534,4172.0,3.94,80.0
90,0.00691,3140.0,4.009,90.0
100,0.00868,4132.0,4.084,100.0
200,0.02831,3140.0,4.873,200.0
300,0.10211,3144.0,5.193,300.0
400,0.1894,4156.0,5.547,400.0
500,0.32809,3128.0,5.798,500.0
600,0.46641000000000005,3108.0,5.959,600.0
700,0.64261,4156.0,6.082,700.0
800,0.81036,3108.0,6.215,800.0
900,1.0361600000000002,3124.0,6.348,900.0
1000,1.2078,3128.0,6.475,1000.0
1200,1.6288900000000002,3120.0,6.728,1200.0
1400,2.4785500000000003,4128.0,6.897,1400.0
1600,4.0106399999999995,4144.0,6.979,1600.0
1800,4.29232,4132.0,7.038,1800.0
2000,5.46686,4132.0,7.145,2000.0
2500,7.680350000000001,4160.0,7.408,2500.0
3000,14.21837,4132.0,7.664,3000.0
