N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,8e-05,3120.0,3.142,10.0
20,0.00035999999999999997,4192.0,4.115,20.0
30,0.00092,4164.0,4.791,30.0
40,0.0017900000000000001,4188.0,5.336,40.0
50,0.0030499999999999998,4164.0,5.796,50.0
60,0.00463,4180.0,6.191,60.0
70,0.00601,3116.0,6.529,70.0
80,0.00861,3116.0,6.824,80.0
90,0.01174,4176.0,7.12,90.0
100,0.01529,4156.0,7.377,100.0
200,0.07615999999999999,4152.0,9.148,200.0
300,0.19316999999999998,4148.0,10.278,300.0
400,0.36944,3192.0,11.1,400.0
500,0.44336000000000003,3108.0,11.742,500.0
600,0.8775,4156.0,12.271,600.0
700,0.9552200000000001,3108.0,12.713,700.0
800,1.72588,3160.0,13.103,800.0
900,1.956,3164.0,13.447,900.0
1000,2.8418400000000004,3192.0,13.801,1000.0
1200,3.6527800000000004,3108.0,14.326,1200.0
1400,6.181,4212.0,14.821,1400.0
1600,8.339,4128.0,15.217,1600.0
1800,10.673639999999999,4132.0,15.572,1800.0
2000,11.02123,4132.0,15.916,2000.0
2500,20.194770000000002,4148.0,16.575,2500.0
3000,30.162200000000002,4192.0,17.208,3000.0
