K,Average User Time (s),Average Memory (KB),Passes
1,0.08,13084.0,2
2,0.06,13048.0,1
3,0.06,12988.0,1
4,0.06,13028.0,1
5,0.05,13084.0,1
6,0.06,12936.0,1
7,0.05,13084.0,1
8,0.06,13056.0,1
9,0.06,13064.0,1
10,0.06,12936.0,1
