N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4168.0,2.0,9.55
20,0.0,4168.0,3.0,15.9
30,0.0001,4216.0,3.0,20.4
40,0.0002,4176.0,3.0,24.76
50,0.0003,4192.0,3.0,27.96
60,0.0003,4196.0,3.0,31.94
70,0.0004,4168.0,3.03,34.66
80,0.0004,4168.0,3.02,38.08
90,0.0005,4180.0,3.09,41.9
100,0.0007000000000000001,4196.0,3.15,43.65
200,0.0016,4180.0,3.57,62.41
300,0.0028000000000000004,4188.0,3.65,76.17
400,0.0040999999999999995,3148.0,3.71,79.05
500,0.0052,4168.0,3.73,81.42
600,0.006500000000000001,4168.0,3.76,86.12
700,0.0075,4168.0,3.62,82.54
800,0.0092,4168.0,3.7,84.89
900,0.0103,4184.0,3.6,79.46
1000,0.011699999999999999,5192.0,3.7,87.83
1200,0.015,5184.0,3.61,76.24
1400,0.0196,5192.0,3.76,85.12
1600,0.022000000000000002,5192.0,3.6,72.36
1800,0.0287,5208.0,3.89,75.02
2000,0.0331,5208.0,3.94,80.66
2500,0.0458,5156.0,3.94,77.17
3000,0.060700000000000004,6216.0,4.04,74.71
3500,0.0774,6232.0,4.1,74.46
4000,0.09029999999999999,7240.0,3.98,69.73
4500,0.1106,7316.0,4.07,71.2
5000,0.127,7224.0,4.04,80.27
6000,0.1628,7232.0,4.02,74.12
7000,0.2007,9304.0,4.1,75.69
8000,0.2391,9252.0,4.02,75.34
9000,0.28309999999999996,9280.0,3.99,68.42
10000,0.3159,11372.0,3.99,67.91
