K,Average User Time (s),Average Memory (KB),Passes
1,18.84,72944.0,5
2,18.92,73000.0,5
3,14.62,72888.0,5
4,17.31,73000.0,5
5,14.69,72944.0,5
6,17.78,72976.0,5
7,15.78,73000.0,5
8,15.37,73008.0,5
9,15.22,73012.0,5
10,14.93,72884.0,5
