K,Average User Time (s),Average Memory (KB),Passes
1,95.78,86416.0,41
2,54.06,102228.0,21
3,38.65,118332.0,14
4,31.84,134140.0,11
5,27.72,149976.0,9
6,23.85,165856.0,7
7,24.43,181968.0,6
8,26.57,197628.0,6
9,27.04,213052.0,5
10,19.38,228852.0,5
