K,Time (s),Memory (KB),Passes
1,15.68,26068.0,242
2,3.22,30908.0,14
3,2.52,36364.0,6
4,1.86,42240.0,4
5,0.19,46280.0,2
6,0.2,46388.0,2
7,0.21,46408.0,2
8,0.23,46360.0,2
9,0.23,46320.0,2
10,0.23,46304.0,2
