K,Time (s),Memory (KB),Passes
1,3.28,109512.0,4
2,1.94,104680.0,3
3,3.14,100840.0,3
4,5.42,111664.0,2
5,0.17,37728.0,1
6,0.18,37724.0,1
7,0.17,37652.0,1
8,0.19,37644.0,1
9,0.18,37628.0,1
10,0.15,37648.0,1
