K,Time (s),Memory (KB),Passes
1,62.44,62712.0,303
2,21.06,73436.0,66
3,11.36,87200.0,19
4,5.29,104132.0,5
5,0.18,37732.0,1
6,0.18,37740.0,1
7,0.18,37736.0,1
8,0.18,37624.0,1
9,0.17,37624.0,1
10,0.18,37484.0,1
